,,,,,10,,,,,,,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,4,,,,,,,,,3,,,,,2,,,,,1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col,,,,
RIO,COORD- X,COORD- Y,PUNTO,FECHA,Anomalopsychidae,Atriplectididae,Blepharoceridae,Calamoceratidae,Ptilodactylidae,Chordodidae,Gomphidae,Hydridae,Lampyridae,Lymnessiidae,Odontoceridae,Oligoneuriidae,Perlidae,Polythoridae,Psephenidae,Ampullariidae,Dytiscidae,Ephemeridae,Euthyplociidae,Gyrinidae,Hydraenidae,Hydrobiosidae,Leptophlebiidae,Philopotamidae,Polycentropodidae,Polymitarcydae,Xiphocentronidae,Gerridae,Hebridae,Helicopsychidae,Hydrobiidae,Leptoceridae,Lestidae,Palaemonidae,Pleidae,Pseudothelpusidae,Saldidae,Simuliidae,Veliidae,Baetidae,Caenidae,Calopterygidae,Coenagrionidae,Corixidae,Dixidae,Dryopidae,Glossossomatidae,Hyalellidae,Hydroptilidae,Hydropsychidae,Leptohyphidae,Naucoridae,Notonectidae,Planariidae,Psychodidae,Scirtidae,Aeshnidae,Ancylidae,Corydalidae,Elmidae,Libellulidae,Limnichidae,Lutrochidae,Megapodagrionidae,Sialidae,Staphylinidae,Belostomatidae,Gelastocoridae,Mesoveliidae,Nepidae,Planorbiidae,Pyralidae,Tabanidae,Thiaridae,Chrysomelidae,Stratiomyidae,Haliplidae,Empididae,Dolichopodidae,Sphaeridae,Lymnaeidae,Hydrometridae,Noteridae,Ceratopogonidae,Glossiphoniidae,Cyclobdellidae,Hydrophilidae,Physidae,Culicidae,Chironomidae,Muscidae,Sciomyzidae,Syrphidae,Tubificidae,,,,,,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,13/06/2018,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.19,Contaminación moderada,33,Aguas muy contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/06/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,38,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/10/2018,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,1.65,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/10/2018,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.68,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,01/12/2018,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.86,Contaminación moderada,64,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,1.77,Contaminación moderada,39,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,05/01/2019,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,1.83,Contaminación moderada,57,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,07/01/2019,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2.26,Contaminación moderada,85,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/04/2019,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.86,Contaminación moderada,58,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,05/04/2019,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.86,Contaminación moderada,70,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,01/08/2019,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,45,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/01/1900,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.73,Contaminación moderada,49,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,03/12/2019,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1.77,Contaminación moderada,57,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,05/12/2019,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.63,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,03/02/2020,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,27,1.82,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/02/2020,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.47,Contaminación moderada,41,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/06/2020,0,0,3,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1.77,Contaminación moderada,62,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/06/2020,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/10/2020,6,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1.8,Contaminación moderada,59,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/10/2020,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.84,Contaminación moderada,56,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,01/02/2021,6,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1.87,Contaminación moderada,62,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/02/2021,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1.81,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,04/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,1.54,Contaminación moderada,28,Aguas muy contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,06/06/2021,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.48,Contaminación moderada,39,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/10/2021,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.75,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.53,Contaminación moderada,37,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/02/2022,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.19,Contaminación moderada,33,Aguas muy contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/02/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,38,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,01/06/2022,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,1.65,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,03/06/2022,6,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1.87,Contaminación moderada,62,Aguas ligeramente contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/10/2022,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1.81,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,1.54,Contaminación moderada,28,Aguas muy contaminadas,,,,
RIO MIRIUMI ,813007.1,9728045.7,P1,02/01/2023,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.48,Contaminación moderada,39,Aguas moderadamente contaminadas,,,,
RIO MIRIUMI ,813018.1,9728046.2,P2,04/01/2023,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.75,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,05/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.53,Contaminación moderada,37,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P2,07/05/2018,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.19,Contaminación moderada,33,Aguas muy contaminadas,,,,
YUNGANZA,796234.3,9687103,P3,13/09/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,38,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,04/01/2019,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,1.65,Contaminación moderada,53,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P2,06/05/2019,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.68,Contaminación moderada,50,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P3,12/09/2019,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.86,Contaminación moderada,64,Aguas ligeramente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,05/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,1.77,Contaminación moderada,39,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P2,08/05/2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.66,Contaminación moderada,47,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P3,14/09/2020,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1.93,Contaminación moderada,56,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,06/01/2021,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1.72,Contaminación moderada,51,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P2,06/05/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32,1.52,Contaminación moderada,32,Aguas muy contaminadas,,,,
YUNGANZA,796234.3,9687103,P3,13/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.67,Contaminación moderada,42,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,04/01/2022,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1.82,Contaminación moderada,59,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P2,07/05/2022,2,9,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1.93,Contaminación moderada,66,Aguas ligeramente contaminadas,,,,
YUNGANZA,796234.3,9687103,P3,15/09/2022,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,33,1.81,Contaminación moderada,52,Aguas moderadamente contaminadas,,,,
YUNGANZA,796234.3,9687103,P1,05/01/2023,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,1.84,Contaminación moderada,46,Aguas moderadamente contaminadas,,,,
YUNGANZA,789996.4,9675745,P1,07/01/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,1.55,Contaminación moderada,41,Aguas moderadamente contaminadas,,,,
